OCLC Number,WORLDCAT LINK,AUTHOR,AUTHOR URI,TITLE,MUSEUM #,IMPRINT,COUNTRY,DATE,CALL #(BIBLIO),LANG,Column1,,,,,,,
ocn176900930,http://www.worldcat.org/oclc/176900930,"Fisher, Charles J., author.",http://viaf.org/viaf/29001977>,Highland Park / Charles J. Fisher and the Highland Park Heritage Trust.,N.22203,"Charleston, S.C. :Arcadia Pub., 2008.",scu,2008,"979.494 F53h, 2008",eng,,,,,,,,
ocm43026566,http://www.worldcat.org/oclc/43026566,"Scheid, Ann, 1940-",http://viaf.org/viaf/18686875,Historic Pasadena : an illustrated history / by Ann Scheid Lund.,N.22262,"San Antonio, Tex. : Historical Publishing Network, a division of Lammert Publications, 1999.",txu,1999,"979.493 S34h, 1999",eng,,,,,,,,
ocn212908802,http://www.worldcat.org/oclc/212908802,"Whiteley, Peter M.",http://viaf.org/viaf/34632409,The Orayvi split : a Hopi transformation / Peter M. Whiteley.,N.22489,"New York, NY : American Museum of Natural History, ©2008.",nyu,2008,"970.5 341, H792, W24o, 2008",eng,,,,,,,,
ocm79456398,http://www.worldcat.org/oclc/79456398,"Wilcox, David R., 1944- author.",http://viaf.org/viaf/76447767,The beginnings of anthropological archaeology in the North American Southwest : from Thomas Jefferson to the Pecos Conference / David R. Wilcox and Don D. Fowler.,N.22498,"Tucson, Ariz. : Journal of the Southwest, 2002.",azu,2002,GN 17.3 .S67 W55 2002,eng,,,,,,,,
ocn953624594,http://www.worldcat.org/oclc/953624594,"Simmons, Marc, author.",https://www.worldcat.org/wcidentities/lccn-n79062829,Cameras and controversy : Charles Lummis made friends and enemies photographing New Mexico / by Marc Simmons.,N.22541,"[United States] : [New Mexico Magazine], 2001.",xxu,2001,"92 L958c, S55c, 2001 ",eng,,,,,,,,
ocm70129096,http://www.worldcat.org/oclc/70129096,"McKevitt, Gerald, author.",http://viaf.org/viaf/94024207,"Brokers of culture : Italian Jesuits in the American West, 1848-1919 / Gerald McKevitt.",N.22541,"Stanford, Calif. : Stanford University Press, 2007.",cau,2007,"271.53079 M32b, 2007",eng,,,,,,,,
ocm44571091,http://www.worldcat.org/oclc/44571091,"Eargle, Dolan, author.",http://viaf.org/viaf/316878900,"Native California guide : weaving the past & present / Dolan H. Eargle, Jr.",N.22587,"San Francisco : Trees Company Press, ©2000.",cau,2000,"970.33 E27n, 2000 ",eng,,,,,,,,
ocm34245361,http://www.worldcat.org/oclc/34245361,"Kramer, Barbara, 1926-, author.",http://viaf.org/viaf/118245875,Nampeyo and her pottery / Barbara Kramer   maps and drawings by James Kramer.,N.22764,"Albuquerque : University of New Mexico Press, ©1996.",nmu,1996,"970.650092|bN174, K89n, 1996 ",eng,,,,,,,,
ocm40174928,http://www.worldcat.org/oclc/40174928,"Shaw, Robert, 1951-",http://viaf.org/viaf/25780978,American baskets : [a cultural history of a traditional domestic art] / Robert Shaw.,N.22929,"New York : C. Potter, ©1999.",nyu,1999,"970.655 S53a, 1999",eng,,,,,,,,
ocm51510936,http://www.worldcat.org/oclc/51510936,,,Indian times : Nachrichten aus dem roten Amerika.,N.22980,"Frankfurt am Main : Museum der Weltkulturen, [2002?]",gw ,2002,"970.1 I38t, 2002 ",ger,,,,,,,,
ocm31328443,http://www.worldcat.org/oclc/31328443,Editors of Time Life Books,,The Woman's Way / by the editors of Time Life Books,N.22991,"Alexandria, Virg. : Time-Life Books, ©1995",vau,1995,"970.6612 W65, 1995",eng,,,,,,,,
ocm34971510,http://www.worldcat.org/oclc/34971510,"Abel-Vidor, Suzanne, author.",https://viaf.org/viaf/62866860/,"Remember your relations : the Elsie Allen baskets, family & friends / Suzanne Abel-Vidor, Dot Brovarney, Susan Billy.",N.2352,"Ukiah, CA : Grace Hudson Museum   [Oakland] : Oakland Museum of California   Berkeley, Calif. : Heyday Books, ©1996.",cau,1997,TR 140 .T47 A72 1997,eng,,,,,,,,
ocm34971510,http://www.worldcat.org/oclc/34971510,"Abel-Vidor, Suzanne, author.",https://viaf.org/viaf/62866860/,"Remember your relations : the Elsie Allen baskets, family & friends / Suzanne Abel-Vidor, Dot Brovarney, Susan Billy.",N.2389,"Ukiah, CA : Grace Hudson Museum   [Oakland] : Oakland Museum of California   Berkeley, Calif. : Heyday Books, ©1996.",cau,1997,TR 140 .T47 A72 1997,eng,,,,,,,,
ocm34971510,http://www.worldcat.org/oclc/34971510,"Abel-Vidor, Suzanne, author.",https://viaf.org/viaf/62866860/,"Remember your relations : the Elsie Allen baskets, family & friends / Suzanne Abel-Vidor, Dot Brovarney, Susan Billy.",N.2399,"Ukiah, CA : Grace Hudson Museum   [Oakland] : Oakland Museum of California   Berkeley, Calif. : Heyday Books, ©1996.",cau,1997,TR 140 .T47 A72 1997,eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,N.24261,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,N.24310,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,N.24349,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocm58723416,http://www.worldcat.org/oclc/58723416,"Krekelberg, William F., author.",http://experiment.worldcat.org/entity/work/data/19808759#Person/krekelberg_william_f,Mission San Juan Capistrano : the fall and rise of a California mission / by Rev. William F. Krekelberg.,N.24349,"Orange, Calif. : Diocese of Orange, ©2004.",cau,2004,F 869 .S395|bK74 2004 ,eng,,,,,,,,
ocm01585787a,http://www.worldcat.org/oclc/1585787,,,"True west. All true -- all fact -- stories of the real west : 2016 October, Volume 63, issue 10.","N.24349
","Cave Creek, Ariz. : True West Publishing, 2016.",azu,2016,F 592 .C33|bT78 2016 ,eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,N.24352,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocm31328443,http://www.worldcat.org/oclc/31328443,Editors of Time Life Books,,The Woman's Way / by the editors of Time Life Books,N.24363,"Alexandria, Virg. : Time-Life Books, ©1995",vau,1995,"970.6612 W65, 1995",eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,N.24488,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocn695443699,http://www.worldcat.org/oclc/247239715,"La Pierre, Yvette.",http://viaf.org/viaf/18908464,"Welcome to Josefina's world, 1824 : growing up on America's Southwest frontier / [written by Yvette La Pierre   interior illustrations by Laszlo Kubinyi ... [et al.]   photography by Jamie Young].",N.24552,"Middleton, WI : Pleasant Co. Publications, ©1999.",wiu,1999,"978.903 L36w, 1999 ",eng,,,,,,,,
ocm81942224,http://www.worldcat.org/oclc/81942224,"Lewis, Nancy Owen.",http://viaf.org/viaf/56057007,"A peculiar alchemy : a centennial history of SAR, 1907-2007 / Nancy Owen Lewis and Kay Leigh Hagan   with a preface by James F. Brooks.",N.24602,"Santa Fe, N.M. : School for Advanced Research, ©2007.",nmu,2007,"970.9 349, L67p, 2007",eng,,,,,,,,
ocn123799084,http://www.worldcat.org/oclc/123799084,"Campbell, Paul Douglas.",http://viaf.org/viaf/66545122,Earth pigments and paint of the California Indians : meaning and technology / Paul Douglas Campbell.,N.24659,"Los Angeles, Calif. : Paul Douglas Campbell, 2007.",cau,2007,"970.6501 33, C18e, 2007",eng,,,,,,,,
ocm43370272,http://www.worldcat.org/oclc/43370272,,,"Rooted in Barbarous Soil : People, Culture, and Community in Gold Rush California / editors Kevin Starr and Richard J. Orsi",N.24675,"Berkeley : University of California Press, ©2000.",cau,2000,979.404 R68r 2000,eng,,,,,,,,
ocm00470993,http://www.worldcat.org/oclc/470993,"Bauer, Helen",http://experiment.worldcat.org/entity/work/data/1124628#Person/bauer_helen,California Indian Days / Helen Bauer,N.24821,"Garden City, N.Y. : Doubleday, 1963.",nyu,1963,E 78 .C15 B38 1963,eng,,,,,,,,
ocm00001249,http://www.worldcat.org/oclc/1249,"Bauer, Helen",http://experiment.worldcat.org/entity/work/data/1124628#Person/bauer_helen,California Indian Days / Helen Bauer,N.24821,"Garden City, N.Y. : Doubleday, 1968.",nyu,1968,E 78 .C15 B38 1968,eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.24822,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin,|eauthor.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.24822,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm04343382,http://www.worldcat.org/oclc/679349430,,,American Indian art magazine.,N.24888,"[Scottsdale, Ariz. : American Indian Art, Inc.]",azu,2013,BRAUN SERIALS - AME,eng,,,,,,,,
ocm32700418,http://www.worldcat.org/oclc/32700418,,,The reservations / by the editors of Time-Life Books.,N.24912,"Alexandria, VA. : Time-Life Books, ©1995.",vau,1995,"970.1 R47, 1995 ",eng,,,,,,,,
ocn695443699,http://www.worldcat.org/oclc/247239715,"La Pierre, Yvette.",http://viaf.org/viaf/18908464,"Welcome to Josefina's world, 1824 : growing up on America's Southwest frontier / [written by Yvette La Pierre   interior illustrations by Laszlo Kubinyi ... [et al.]   photography by Jamie Young].",N.24958,"Middleton, WI : Pleasant Co. Publications, ©1999.",wiu,1999,"978.903 L36w, 1999 ",eng,,,,,,,,
ocm30355071,http://www.worldcat.org/oclc/30355071,"Tooker, Elisabeth, author.",http://viaf.org/viaf/76379495,Lewis H. Morgan on Iroquois material culture / Elisabeth Tooker.,N.24963,"Tucson : University of Arizona Press, ©1994.",azu,1994,"970.392 I722, T66l, 1994",eng,,,,,,,,
ocn870147854,http://www.worldcat.org/oclc/870147854,"Berlo, Janet Catherine, author.",http://viaf.org/viaf/80255531,"Native North American art / Janet Catherine Berlo, University of Rochester, Ruth B. Phillips, Carleton University.",N.24963,"New York, New York : Oxford University Press, [2015]",nyu,2015,E 98 .A7 B47 2015,eng,,,,,,,,
ocm79456398,http://www.worldcat.org/oclc/79456398,"Wilcox, David R., 1944- author.",http://viaf.org/viaf/76447767,The beginnings of anthropological archaeology in the North American Southwest : from Thomas Jefferson to the Pecos Conference / David R. Wilcox and Don D. Fowler.,N.26402,"Tucson, Ariz. : Journal of the Southwest, 2002.",azu,2002,GN 17.3 .S67 W55 2002,eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.2930,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm34245361,http://www.worldcat.org/oclc/34245361,"Kramer, Barbara, 1926-, author.",http://viaf.org/viaf/118245875,Nampeyo and her pottery / Barbara Kramer   maps and drawings by James Kramer.,N.30539,"Albuquerque : University of New Mexico Press, ©1996.",nmu,1996,"970.650092|bN174, K89n, 1996 ",eng,,,,,,,,
ocm44014446,http://www.worldcat.org/oclc/44014446,"Hirschfelder, Arlene B., author.",http://viaf.org/viaf/91742922,"Native Americans / Arlene Hirschfelder, Sally Grindley and Adrian Reynolds.",N.30564,"London : Dorling Kindersley, 2000.",enk,2000,"970.102 H58n, 2000 ",eng,,,,,,,,
ocm57709956,http://www.worldcat.org/oclc/57709956,"DuBois, Ellen Carol, 1947-",http://viaf.org/viaf/277690853,Through women's eyes : an American history with documents / [by] Ellen Carol DuBois [and] Lynn Dumenil.,N.30590,"Boston : Bedford/St. Martin's, ©2005.",mau,2005,"305.40973 D81t, 2005",eng,,,,,,,,
ocm55220014,http://www.worldcat.org/oclc/55220014,"Blue, Frederick J., author.",http://experiment.worldcat.org/entity/work/data/4974913254#Person/blake_janet_1944,No taint of compromise : crusaders in antislavery politics / Frederick J. Blue.,N.30665,"Baton Rouge : Louisiana State University Press, ©2005.",lau,2005,E 449 .B67 2005,eng,,,,,,,,
ocm29700841,http://www.worldcat.org/oclc/29700841,,,Archaeology of the Pueblo Grande platform mound and surrounding features / edited by Christian E. Downum and Todd W. Bostwick.,N.30873,"Phoenix : City of Phoenix, Parks, Recreation, and Library Dept., Pueblo Grande Museum, 1993",azu,1993,"970.94 0979173, A72, 1993",eng,,,,,,,,
ocm34245361,http://www.worldcat.org/oclc/34245361,"Kramer, Barbara, 1926-, author.",http://viaf.org/viaf/118245875,Nampeyo and her pottery / Barbara Kramer   maps and drawings by James Kramer.,N.30876,"Albuquerque : University of New Mexico Press, ©1996.",nmu,1996,"970.650092|bN174, K89n, 1996 ",eng,,,,,,,,
ocm34669430,http://www.worldcat.org/oclc/34669430,,,"Encyclopedia of North American Indians / Frederick E. Hoxie, editor.",N.3124,"Boston : Houghton Mifflin Company, ©1996.",mau,1996,E 76.2 .E53 1996,eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.3145,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.3146,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,N.32167,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocm38386882,http://www.worldcat.org/oclc/38386882,,,"Native Americans on the Central Coast : a photo essay depicting aspects of the life of the Native American community in the counties of San Luis Obispo, Santa Barbara, and Ventura / exhibit compiled and booklet edited by the members of the Black Gold System Advisory Board in collaboration with John R. Johnson.",N.32674,"Ventura, Calif. : Black Gold Cooperative Library System, 1997.",cau,1997,"970.33 N372a, 1997 ",eng,,,,,,,,
on1003444472,http://www.worldcat.org/oclc/1003444472,,,Winds of renewal / by the editors of Time-Life Books.,N.33550,"Alexandria, Virg. : Time-Life Books, ©1996.",vau,1996,"970.1 W56, 1996 ",eng,,,,,,,,
ocm34029451,http://www.worldcat.org/oclc/607181609,"Ferguson, T. J. (Thomas John), 1950- author.",,Historic Zuni architecture and society : an archaeological application of space syntax / T.J. Ferguson.,N.33705,"Tucson : University of Arizona Press, 1996.",zau,1996,"970.658 341, Z955, F37h, 1996",eng,,,,,,,,
ocm33948964,http://www.worldcat.org/oclc/33948964,"Dilworth, Leah, author.",http://viaf.org/viaf/56779873,Imagining Indians in the Southwest : persistent visions of a primitive past / Leah Dilworth.,N.33911,"Washington, D.C. : Smithsonian Institution Press, 1996.",dcu,1996,"970.34 D58i, 1996",eng,,,,,,,,
ocm33948964,http://www.worldcat.org/oclc/33948964,"Dilworth, Leah, author.",http://viaf.org/viaf/56779873,Imagining Indians in the Southwest : persistent visions of a primitive past / Leah Dilworth.,N.33942,"Washington, D.C. : Smithsonian Institution Press, 1996.",dcu,1996,"970.34 D58i, 1996",eng,,,,,,,,
ocm58723416,http://www.worldcat.org/oclc/58723416,"Krekelberg, William F., author.",http://experiment.worldcat.org/entity/work/data/19808759#Person/krekelberg_william_f,Mission San Juan Capistrano : the fall and rise of a California mission / by Rev. William F. Krekelberg.,N.3416,"Orange, Calif. : Diocese of Orange, ©2004.",cau,2004,F 869 .S395|bK74 2004 ,eng,,,,,,,,
ocm58723416,http://www.worldcat.org/oclc/58723416,"Krekelberg, William F., author.",http://experiment.worldcat.org/entity/work/data/19808759#Person/krekelberg_william_f,Mission San Juan Capistrano : the fall and rise of a California mission / by Rev. William F. Krekelberg.,N.3420,"Orange, Calif. : Diocese of Orange, ©2004.",cau,2004,F 869 .S395|bK74 2004 ,eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.3433,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm58723416,http://www.worldcat.org/oclc/58723416,"Krekelberg, William F., author.",http://experiment.worldcat.org/entity/work/data/19808759#Person/krekelberg_william_f,Mission San Juan Capistrano : the fall and rise of a California mission / by Rev. William F. Krekelberg.,N.3437,"Orange, Calif. : Diocese of Orange, ©2004.",cau,2004,F 869 .S395|bK74 2004 ,eng,,,,,,,,
ocn936189112,http://www.worldcat.org/oclc/936189112,Mission San Juan Capistrano.,http://experiment.worldcat.org/entity/work/data/2898996130#Organization/mission_san_juan_capistrano,Mission San Juan Capistrano : official commemorative guide.,N.3437,"Nashville, Tenn. : Beckon Books, 2015.",tnu,2015,"979.402 M57, M67m, 2015 ",eng,,,,,,,,
ocm79456398,http://www.worldcat.org/oclc/79456398,"Wilcox, David R., 1944- author.",http://viaf.org/viaf/76447767,The beginnings of anthropological archaeology in the North American Southwest : from Thomas Jefferson to the Pecos Conference / David R. Wilcox and Don D. Fowler.,N.34994,"Tucson, Ariz. : Journal of the Southwest, 2002.",azu,2002,GN 17.3 .S67 W55 2002,eng,,,,,,,,
ocm51510936,http://www.worldcat.org/oclc/51510936,,,Indian times : Nachrichten aus dem roten Amerika.,N.35014,"Frankfurt am Main : Museum der Weltkulturen, [2002?]",gw ,2002,"970.1 I38t, 2002 ",ger,,,,,,,,
ocm28890670,http://www.worldcat.org/oclc/28890670,"Landau, Elaine, author.",http://viaf.org/viaf/20375423,The Hopi / Elaine Landau.,N.35608,"New York : Franklin Watts, ©1994.",nyu,1997,"970.341 H792, L36h, 1997",eng,,,,,,,,
ocm30028369,http://www.worldcat.org/oclc/30028369,"White Parks, Annette, author.",http://viaf.org/viaf/69048809,Sui Sin Far/Edith Maude Eaton : a literary biography / Annette White-Parks   foreword by Roger Daniels.,N.35626,"Urbana : University of Illinois Press, ©1995.",ilu,1995,"92 S948, W44s, 1995",eng,,,,,,,,
ocm61309237,http://www.worldcat.org/oclc/61309237,"Caffey, David L., 1947- author",http://viaf.org/viaf/13640783,Frank Springer and New Mexico,N.36541,"College Station : Texas A&M University, ©2006.",txu,2006,"978.92204, 092, C34 2006",eng,,,,,,,,
ocm61361570,http://www.worldcat.org/oclc/61361570,"Sonneborn, Liz.",https://viaf.org/viaf/8574362,"The Chumash / by Liz Sonneborn   consultant, Julie Tumamait-Stenslie.",N.37022,"Minneapolis, Minn. : Lerner Publications Co., ©2007.",mnu,2007,"970.33 C559, S66c, 2007",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.37073,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.37073,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.37081,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.37081,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.37087,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.37087,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.37088,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm30670505,http://www.worldcat.org/oclc/30670505,"Schwabacher, Martin, author.",http://viaf.org/viaf/65676795,The Chumash Indians / by Martin Schwabacher.,N.37088,"New York : Chelsea Juniors, ©1995.",nyu,1995,"970.33 C559, S3c, 1995",eng,,,,,,,,
ocm43026566,http://www.worldcat.org/oclc/43026566,"Scheid, Ann, 1940-",http://viaf.org/viaf/18686875,Historic Pasadena : an illustrated history / by Ann Scheid Lund.,N.37167,"San Antonio, Tex. : Historical Publishing Network, a division of Lammert Publications, 1999.",txu,1999,"979.493 S34h, 1999",eng,,,,,,,,
ocm44571091,http://www.worldcat.org/oclc/44571091,"Eargle, Dolan, author.",http://viaf.org/viaf/316878900,"Native California guide : weaving the past & present / Dolan H. Eargle, Jr.",N.37182,"San Francisco : Trees Company Press, ©2000.",cau,2000,"970.33 E27n, 2000 ",eng,,,,,,,,
ocm55153277,http://www.worldcat.org/oclc/55153277,"Zack, Michele, author.",http://viaf.org/viaf/19149485742993421512,Altadena : between wilderness and city / Michele Zack.,N.37445,"Altadena, Calif. : Altadena Historical Society, ©2004.",cau,2004,"979.493 Z32a, 2004 ",eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.3918,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.3919,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.3921,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.3931,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm58723416,http://www.worldcat.org/oclc/58723416,"Krekelberg, William F., author.",http://experiment.worldcat.org/entity/work/data/19808759#Person/krekelberg_william_f,Mission San Juan Capistrano : the fall and rise of a California mission / by Rev. William F. Krekelberg.,N.3970,"Orange, Calif. : Diocese of Orange, ©2004.",cau,2004,F 869 .S395|bK74 2004 ,eng,,,,,,,,
ocm33828662,http://www.worldcat.org/oclc/33828662,"West, Ian.",http://viaf.org/viaf/5773188,Portraits of Native Americans / Ian West.,N.41008,"London : Salamander Books, ©1995.",enk,1995,"779.92 W51p, 1995 ",eng,,,,,,,,
ocm29700841,http://www.worldcat.org/oclc/29700841,,,Archaeology of the Pueblo Grande platform mound and surrounding features / edited by Christian E. Downum and Todd W. Bostwick.,N.41357,"Phoenix : City of Phoenix, Parks, Recreation, and Library Dept., Pueblo Grande Museum, 1993",azu,1993,"970.94 0979173, A72, 1993",eng,,,,,,,,
ocm35198740,http://www.worldcat.org/oclc/35198740,"Sherrow, Victoria, author.",http://viaf.org/viaf/17531818,American Indian children of the past / Victoria Sherrow.,N.41687,"Brookfield, Conn. : Millbrook Press, ©1997.",ctu,1997,E 98 .C5 S54 1997,eng,,,,,,,,
ocm44632955,http://www.worldcat.org/oclc/44632955,,,Katsina : commodified and appropriated images of Hopi supernaturals / [edited by] Zena Pearlstone   with contributions by Barbara A. Babcock ... [et al.],N.41687,"Los Angeles : UCLA Fowler Museum of Cultural History, ©2001.",cau,2001,"970.6712 341, H792, K19c, 2001 ",eng,,,,,,,,
ocm44632955,http://www.worldcat.org/oclc/44632955,,,Katsina : commodified and appropriated images of Hopi supernaturals / [edited by] Zena Pearlstone   with contributions by Barbara A. Babcock ... [et al.],N.41687,"Los Angeles : UCLA Fowler Museum of Cultural History, ©2001.",cau,2001,"970.6712 341, H792, K19c, 2001 ",eng,,,,,,,,
ocm25789229,http://www.worldcat.org/oclc/25789229,"Early, Theresa S., 1957- author.",http://viaf.org/viaf/70584445,New Mexico / Theresa S. Early.,N.41737,"Minneapolis, Minn. : Lerner Publications Co., ©1993.",mnu,1993,"917.89 E27n, 1993",eng,,,,,,,,
ocm31185080,http://www.worldcat.org/oclc/31185080,"Apostol, Jane, author.",http://viaf.org/viaf/16427466,El Alisal : where history lingers / by Jane Apostol.,N.41958,"Los Angeles : Historical Society of Southern California, ©1994.",cau,1994,F 869 .L8 A66 1994,eng,,,,,,,,
ocm32335980,http://www.worldcat.org/oclc/32335980,,,"Maya art : classroom and museum activity book / editor, Ann H. Fuerst   [with significant contributions by Susan Bernstein]",N.41980,"San Diego : San Diego Museum of Man, ©1994",cau,1994,"970.65|b359, M466, M39, 1994 ",eng,,,,,,,,
ocm00328127,http://www.worldcat.org/oclc/328127,"Grinnell, George Bird, 1849-1938, author.",http://viaf.org/viaf/36962125,When buffalo ran / by George Bird Grinnell.,N.42018,"Norman : University of Oklahoma Press, ©1966.",oku,1966,"970.6931 38, G74w, 1966",eng,,,,,,,,
ocn745906230,http://www.worldcat.org/oclc/745906230,"Moss, Roger.","https://www.worldcat.org/wcidentities/np-moss,%20roger","Southwestern banded blankets : three cultures, one horizon / by Roger Moss.",N.42396,"[Place of publication not identified] : Roger Moss, ©2011.",xxu,2011,"970.6511 34, M67s, 2011",eng,,,,,,,,
