OCLC Number,WORLDCAT LINK,AUTHOR,AUTHOR URI,TITLE,MUSEUM #,IMPRINT,COUNTRY,DATE,CALL #(BIBLIO),LANG,Column1,,,,,,,
ocn745906230,http://www.worldcat.org/oclc/745906230,"Moss, Roger.","https://www.worldcat.org/wcidentities/np-moss,%20roger","Southwestern banded blankets : three cultures, one horizon / by Roger Moss.",N.42397,"[Place of publication not identified] : Roger Moss, ©2011.",xxu,2011,"970.6511 34, M67s, 2011",eng,,,,,,,,
ocm56682518,http://www.worldcat.org/oclc/56682518,"DeLyser, Dydia.",http://viaf.org/viaf/77452895,Ramona memories : tourism and the shaping of Southern California / Dydia DeLyser.,N.42477,"Minneapolis : University of Minnesota Press, ©2005.",mnu,2005,"813.4 D45r, 2005",eng,,,,,,,,
ocn176900930,http://www.worldcat.org/oclc/176900930,"Fisher, Charles J., author.",http://viaf.org/viaf/29001977>,Highland Park / Charles J. Fisher and the Highland Park Heritage Trust.,N.42477,"Charleston, S.C. :Arcadia Pub., 2008.",scu,2008,"979.494 F53h, 2008",eng,,,,,,,,
ocn973119026,http://www.worldcat.org/oclc/973119026,,,Bohemia in Southern California / edited by Jay Ruby.,N.42477,"San Diego, California : San Diego State University Press, 2017.",cau,2017,F 867 .B646 2017,eng,,,,,,,,
ocm76901886,http://www.worldcat.org/oclc/76901886,"Denetdale, Jennifer.",http://viaf.org/viaf/19085755,Reclaiming Dine history : the legacies of Navajo Chief Manuelito and Juanita / Jennifer Nez Denetdale.,N.42553,"Tucson : University of Arizona Press, ©2007.",azu,2007,"970.2 M29, D46r, 2007",eng,,,,,,,,
ocm42413355,http://www.worldcat.org/oclc/42413355,"Shlaer, Robert.",http://viaf.org/viaf/58417077,Sights once seen : daguerreotyping Fremont's last expedition through the Rockies / by Robert Shlaer   featuring 125 daguerreotypes by the author.,N.42569,"Santa Fe : Museum of New Mexico Press, ©2000.",nmu,2000,"779.3678092 S47s, 2000",eng,,,,,,,,
ocm41981847,http://www.worldcat.org/oclc/41981847,"Kraft, Louis, 1947- author.",http://viaf.org/viaf/119398654,Gatewood & Geronimo / Louis Kraft.,N.42639,"Albuquerque : University of New Mexico Press, ©2000.",nmu,2000,"970.61 34, A639, K73g, 2000",eng,,,,,,,,
ocm41981847,http://www.worldcat.org/oclc/41981847,"Kraft, Louis, 1947- author.",http://viaf.org/viaf/119398654,Gatewood & Geronimo / Louis Kraft.,N.42641,"Albuquerque : University of New Mexico Press, ©2000.",nmu,2000,"970.61 34, A639, K73g, 2000",eng,,,,,,,,
ocm50791485,http://www.worldcat.org/oclc/50791485,"Silva, Lee A., author.",http://viaf.org/viaf/91046499,Wyatt Earp : a biography of the legend / Lee A. Silva.,N.42641,"Santa Ana, Calif. : Graphic Publishers, ©2002-2010.",cau,2002,F 786 .E18 S558 2002,eng,,,,,,,,
ocm41981847,http://www.worldcat.org/oclc/41981847,"Kraft, Louis, 1947- author.",http://viaf.org/viaf/119398654,Gatewood & Geronimo / Louis Kraft.,N.42642,"Albuquerque : University of New Mexico Press, ©2000.",nmu,2000,"970.61 34, A639, K73g, 2000",eng,,,,,,,,
ocm41981847,http://www.worldcat.org/oclc/41981847,"Kraft, Louis, 1947- author.",http://viaf.org/viaf/119398654,Gatewood & Geronimo / Louis Kraft.,N.42643,"Albuquerque : University of New Mexico Press, ©2000.",nmu,2000,"970.61 34, A639, K73g, 2000",eng,,,,,,,,
ocm41981847,http://www.worldcat.org/oclc/41981847,"Kraft, Louis, 1947- author.",http://viaf.org/viaf/119398654,Gatewood & Geronimo / Louis Kraft.,N.42644,"Albuquerque : University of New Mexico Press, ©2000.",nmu,2000,"970.61 34, A639, K73g, 2000",eng,,,,,,,,
ocm55153277,http://www.worldcat.org/oclc/55153277,"Zack, Michele, author.",http://viaf.org/viaf/19149485742993421512,Altadena : between wilderness and city / Michele Zack.,N.42664,"Altadena, Calif. : Altadena Historical Society, ©2004.",cau,2004,"979.493 Z32a, 2004 ",eng,,,,,,,,
ocm08239387,http://www.worldcat.org/oclc/8239387,"Powell, Peter J., 1928- author",http://viaf.org/viaf/49362153,"People of the sacred mountain : a history of the northern Cheyenne chiefs and warrior societies, 1830-1879 with an epilogue 1969-1974 / by Peter John Powell.",N.42791,"San Francisco : Harper & Row, ©1981",cau,1981,"970.38 C531, P68p, 1981",eng,,,,,,,,
ocm01054169,http://www.worldcat.org/oclc/253487245,"Lummis, Turbese and Keith Lummis",https://viaf.org/viaf/214431692,"Charles F. Lummis : the man and his West, / by Turbesé Lummis Fiske and Keith Lummis.",N.42955,"Norman, Okla. : University of Oklahoma Press, 1975.",oku,1975,"92 L958c, F57c, 1975",eng,,,,,,,,
ocm49231843,http://www.worldcat.org/oclc/49231843,"Zega, Michael E., 1955-",http://viaf.org/viaf/55147118193926340936,"Travel by train : the American railroad poster, 1870-1950 / Michael E. Zega and John E. Gruber.",N.43077,"Bloomington : Indiana University Press, ©2002.",inu,2002,"741.674 0973, Z43t, 2002 ",eng,,,,,,,,
ocm32201524,http://www.worldcat.org/oclc/32201524,"Washburn, Dorothy K.",http://viaf.org/viaf/2524017,"Living in Balance: the Universe of the Hopi, Zuni, Navajo and Apache / by Dorothy K. Washburn",N.4311,"Philadelphia : University of Pennsylvania Museum of Archaeology and Anthropology, ©1995.",pau,1995,"970.66 34, W37l, 1995",eng,,,,,,,,
ocm32201524,http://www.worldcat.org/oclc/32201524,"Washburn, Dorothy K.",http://viaf.org/viaf/2524017,"Living in Balance: the Universe of the Hopi, Zuni, Navajo and Apache / by Dorothy K. Washburn",N.4316,"Philadelphia : University of Pennsylvania Museum of Archaeology and Anthropology, ©1995.",pau,1995,"970.66 34, W37l, 1995",eng,,,,,,,,
ocm79456398,http://www.worldcat.org/oclc/79456398,"Wilcox, David R., 1944- author.",http://viaf.org/viaf/76447767,The beginnings of anthropological archaeology in the North American Southwest : from Thomas Jefferson to the Pecos Conference / David R. Wilcox and Don D. Fowler.,N.43270,"Tucson, Ariz. : Journal of the Southwest, 2002.",azu,2002,GN 17.3 .S67 W55 2002,eng,,,,,,,,
ocm01054169,http://www.worldcat.org/oclc/253487245,"Lummis, Turbese and Keith Lummis",https://viaf.org/viaf/214431692,"Charles F. Lummis : the man and his West, / by Turbesé Lummis Fiske and Keith Lummis.",N.43320,"Norman, Okla. : University of Oklahoma Press, 1975.",oku,1975,"92 L958c, F57c, 1975",eng,,,,,,,,
ocm01054169,http://www.worldcat.org/oclc/253487245,"Lummis, Turbese and Keith Lummis",https://viaf.org/viaf/214431692,"Charles F. Lummis : the man and his West, / by Turbesé Lummis Fiske and Keith Lummis.",N.43320,"Norman, Okla. : University of Oklahoma Press, 1975.",oku,1975,"92 L958c, F57c, 1975",eng,,,,,,,,
ocn932066417,http://www.worldcat.org/oclc/932066417,"Howard, Kathleen L., author.",http://experiment.worldcat.org/entity/work/data/2833097315#Person/howard_kathleen_l,Over the edge : Fred Harvey at the Grand Canyon and in the great Southwest / by Kathleen L. Howard and Diana F. Pardue.,N.4568,"Tucson, Ariz. : Rio Nuevo Publishers, [2016]",azu,2016,"979.132 H75o, 2016 ",eng,,,,,,,,
ocn745906230,http://www.worldcat.org/oclc/745906230,"Moss, Roger.","https://www.worldcat.org/wcidentities/np-moss,%20roger","Southwestern banded blankets : three cultures, one horizon / by Roger Moss.",N.4575,"[Place of publication not identified] : Roger Moss, ©2011.",xxu,2011,"970.6511 34, M67s, 2011",eng,,,,,,,,
ocm02244941,http://www.worldcat.org/oclc/02244941,,,"Shuttle, spindle & dye-pot.",N.4575,"West Hartford, Handweavers Guild of America,",ctu,2011,"746.105 S53s, 2011",eng,,,,,,,,
ocm70707762,http://www.worldcat.org/oclc/70707762,"Faderman, Lillian.",http://viaf.org/viaf/91415504,"Gay L.A. : a history of sexual outlaws, power politics, and lipstick lesbians / Lillian Faderman, Stuart Timmons.",N.5506,"New York : Basic Books, ©2006.",nyu,2006,HQ 76.3.L7 F33 2006,eng,,,,,,,,
ocm78518184,http://www.worldcat.org/oclc/78518184,,,La Arequipa de 1893.,N.6798,"Arequipa : Edición de Gloria, 1989.",pe,1989,F 3423.A74 1989,spa,,,,,,,,
ocm58723416,http://www.worldcat.org/oclc/58723416,"Krekelberg, William F., author.",http://experiment.worldcat.org/entity/work/data/19808759#Person/krekelberg_william_f,Mission San Juan Capistrano : the fall and rise of a California mission / by Rev. William F. Krekelberg.,N.729,"Orange, Calif. : Diocese of Orange, ©2004.",cau,2004,F 869 .S395|bK74 2004 ,eng,,,,,,,,
ocn693430638,http://www.worldcat.org/oclc/693430638,"Griffin, L. Royce.",http://experiment.worldcat.org/entity/work/data/765756925#Person/griffin_l_royce,Elizabeth Jennett Smith and her Smithson roots / written and compiled by L. Royce Griffin.,N.7351,"[Orem, Utah : Griffin Publishing, 2010?]",utu,2009,"289.3092 G74e, 2010",eng,,,,,,,,
ocm58723416,http://www.worldcat.org/oclc/58723416,"Krekelberg, William F., author.",http://experiment.worldcat.org/entity/work/data/19808759#Person/krekelberg_william_f,Mission San Juan Capistrano : the fall and rise of a California mission / by Rev. William F. Krekelberg.,N.736,"Orange, Calif. : Diocese of Orange, ©2004.",cau,2004,F 869 .S395|bK74 2004 ,eng,,,,,,,,
ocm58723416,http://www.worldcat.org/oclc/58723416,"Krekelberg, William F., author.",http://experiment.worldcat.org/entity/work/data/19808759#Person/krekelberg_william_f,Mission San Juan Capistrano : the fall and rise of a California mission / by Rev. William F. Krekelberg.,N.737,"Orange, Calif. : Diocese of Orange, ©2004.",cau,2004,F 869 .S395|bK74 2004 ,eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.739,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm56840450,http://www.worldcat.org/oclc/56840450,"Pauley, Kenneth E.",http://viaf.org/viaf/8965297,"San Fernando, Rey de Espana : an illustrated history / by Kenneth E. Pauley and Carol M. Pauley   foreword by Doyce B. Nunis, Jr.",N.743,"Spokane, Wash. : Arthur H. Clark Co., 2005.",wau,2005,"979.402 M57, P32s, 2005 ",eng,,,,,,,,
ocm34029451,http://www.worldcat.org/oclc/607181609,"Ferguson, T. J. (Thomas John), 1950- author.",,Historic Zuni architecture and society : an archaeological application of space syntax / T.J. Ferguson.,OP.190,"Tucson : University of Arizona Press, 1996.",azu,1996,"970.658 341, Z955, F37h, 1996",eng,,,,,,,,
ocn905969995,http://www.worldcat.org/oclc/905969995,"Vigil, Kiara M., 1975- author.",https://www.worldcat.org/wcidentities/lccn-n2015019641,"Indigenous intellectuals : sovereignty, citizenship, and the American imagination, 1880-1930 / Kiara M. Vigil, Amherst College.",OP.798,"New York, NY : Cambridge University Press, 2015.",nyu,2015,E 89 .V53 2015,eng,,,,,,,,
ocm76901886,http://www.worldcat.org/oclc/76901886,"Denetdale, Jennifer.",http://viaf.org/viaf/19085755,Reclaiming Dine history : the legacies of Navajo Chief Manuelito and Juanita / Jennifer Nez Denetdale.,P.10153A,"Tucson : University of Arizona Press, ©2007.",azu,2007,"970.2 M29, D46r, 2007",eng,,,,,,,,
ocm76901886,http://www.worldcat.org/oclc/76901886,"Denetdale, Jennifer.",http://viaf.org/viaf/19085755,Reclaiming Dine history : the legacies of Navajo Chief Manuelito and Juanita / Jennifer Nez Denetdale.,P.10159,"Tucson : University of Arizona Press, ©2007.",azu,2007,"970.2 M29, D46r, 2007",eng,,,,,,,,
ocn587239908,http://www.worldcat.org/oclc/587239908,,,Infinity of nations : art and history in the collections of the National Museum of the American Indian / edited by Cecile R. Ganteaume.,P.1046,"New York, NY : Harper : In association with the National Museum of the American Indian, Smithsonian Institution, ©2010.",nyu,2010,"970.65 I53o, 2010 ",eng,,,,,,,,
ocn256958184,http://www.worldcat.org/oclc/256958184,"Wertz, Jay, author.",http://viaf.org/viaf/38633894,The Native American experience / Jay Wertz.,P.1048,"Guilford, Conn. : Lyons Press/Globe Pequot Press, 2009. ",ctu,2009,E 77 .W47 2008  ,eng,,,,,,,,
ocm08239387,http://www.worldcat.org/oclc/8239387,"Powell, Peter J., 1928- author",http://viaf.org/viaf/49362153,"People of the sacred mountain : a history of the northern Cheyenne chiefs and warrior societies, 1830-1879 with an epilogue 1969-1974 / by Peter John Powell.",P.10553,"San Francisco : Harper & Row, ©1981",cau,1981,"970.38 C531, P68p, 1981",eng,,,,,,,,
ocm00328127,http://www.worldcat.org/oclc/328127,"Grinnell, George Bird, 1849-1938, author.",http://viaf.org/viaf/36962125,When buffalo ran / by George Bird Grinnell.,P.10702,"Norman : University of Oklahoma Press, ©1966.",oku,1966,"970.6931 38, G74w, 1966",eng,,,,,,,,
ocm00328127,http://www.worldcat.org/oclc/328127,"Grinnell, George Bird, 1849-1938, author.",http://viaf.org/viaf/36962125,When buffalo ran / by George Bird Grinnell.,P.10702,"Norman : University of Oklahoma Press, ©1966.",oku,1966,"970.6931 38, G74w, 1966",eng,,,,,,,,
ocm08239387,http://www.worldcat.org/oclc/8239387,"Powell, Peter J., 1928- author",http://viaf.org/viaf/49362153,"People of the sacred mountain : a history of the northern Cheyenne chiefs and warrior societies, 1830-1879 with an epilogue 1969-1974 / by Peter John Powell.",P.10709,"San Francisco : Harper & Row, ©1981",cau,1981,"970.38 C531, P68p, 1981",eng,,,,,,,,
ocm08239387,http://www.worldcat.org/oclc/8239387,"Powell, Peter J., 1928- author",http://viaf.org/viaf/49362153,"People of the sacred mountain : a history of the northern Cheyenne chiefs and warrior societies, 1830-1879 with an epilogue 1969-1974 / by Peter John Powell.",P.10712,"San Francisco : Harper & Row, ©1981",cau,1981,"970.38 C531, P68p, 1981",eng,,,,,,,,
ocm27820458,http://www.worldcat.org/oclc/27820458,"Moore, Alexander, author.",http://viaf.org/viaf/18464531,Cultural anthropology : the field study of human beings / Alexander Moore.,P.10725,"San Diego, Calif. : Collegiate Press, ©1992.",cau,1992,"306 M66c, 1992",eng,,,,,,,,
ocm08239387,http://www.worldcat.org/oclc/8239387,"Powell, Peter J., 1928- author",http://viaf.org/viaf/49362153,"People of the sacred mountain : a history of the northern Cheyenne chiefs and warrior societies, 1830-1879 with an epilogue 1969-1974 / by Peter John Powell.",P.10758,"San Francisco : Harper & Row, ©1981",cau,1981,"970.38 C531, P68p, 1981",eng,,,,,,,,
ocm08239387,http://www.worldcat.org/oclc/8239387,"Powell, Peter J., 1928- author",http://viaf.org/viaf/49362153,"People of the sacred mountain : a history of the northern Cheyenne chiefs and warrior societies, 1830-1879 with an epilogue 1969-1974 / by Peter John Powell.",P.10768,"San Francisco : Harper & Row, ©1981",cau,1981,"970.38 C531, P68p, 1981",eng,,,,,,,,
ocm27820458,http://www.worldcat.org/oclc/27820458,"Moore, Alexander, author.",http://viaf.org/viaf/18464531,Cultural anthropology : the field study of human beings / Alexander Moore.,P.10797,"San Diego, Calif. : Collegiate Press, ©1992.",cau,1992,"306 M66c, 1992",eng,,,,,,,,
ocm00328127,http://www.worldcat.org/oclc/328127,"Grinnell, George Bird, 1849-1938, author.",http://viaf.org/viaf/36962125,When buffalo ran / by George Bird Grinnell.,P.10806,"Norman : University of Oklahoma Press, ©1966.",oku,1966,"970.6931 38, G74w, 1966",eng,,,,,,,,
ocm00328127,http://www.worldcat.org/oclc/328127,"Grinnell, George Bird, 1849-1938, author.",http://viaf.org/viaf/36962125,When buffalo ran / by George Bird Grinnell.,P.10818,"Norman : University of Oklahoma Press, ©1966.",oku,1966,"970.6931 38, G74w, 1966",eng,,,,,,,,
ocm00328127,http://www.worldcat.org/oclc/328127,"Grinnell, George Bird, 1849-1938, author.",http://viaf.org/viaf/36962125,When buffalo ran / by George Bird Grinnell.,P.10962,"Norman : University of Oklahoma Press, ©1966.",oku,1966,"970.6931 38, G74w, 1966",eng,,,,,,,,
ocm00181846,http://www.worldcat.org/oclc/181846,"Feder, Norman.",http://viaf.org/viaf/66611506,American Indian art / Norman Feder.,P.11065,"New York : Harry N. Abrams, [1971]",nyu,1971,"970.65 F42a, 1971",eng,,,,,,,,
ocn319500744,http://www.worldcat.org/oclc/319500744,"Colwell-Chanthaphonh, Chip (John Stephen), 1975-",http://viaf.org/viaf/166697761,Inheriting the past : the making of Arthur C. Parker and indigenous archaeology / Chip Colwell-Chanthaphonh   with a foreword by Tracey L. Pierre.,P.11342,"Tucson : University of Arizona Press, ©2009.",azu,2009,"974.70049755 C64i, 2009",eng,,,,,,,,
on1010543602,http://www.worldcat.org/oclc/1010543602,"Bruchac, Margaret M., author.",http://experiment.worldcat.org/entity/work/data/4574515915#Person/bruchac_margaret_m,Savage kin : indigenous informants and American anthropologists / Margaret M. Bruchac   foreword by Melissa Tantaquidgeon Zobel.,P.11342,"Tucson, Arizona : University of Arizona Press, 2018.",azu,2018,GN 33.6 .B78 2018,eng,,,,,,,,
ocm30355071,http://www.worldcat.org/oclc/30355071,"Tooker, Elisabeth, author.",http://viaf.org/viaf/76379495,Lewis H. Morgan on Iroquois material culture / Elisabeth Tooker.,P.11346,"Tucson : University of Arizona Press, ©1994.",azu,1994,"970.392 I722, T66l, 1994",eng,,,,,,,,
ocn180193148,http://www.worldcat.org/oclc/180193148,"Anawalt, Patricia Rieff, 1924-",http://viaf.org/viaf/51902238,The worldwide history of dress / Patricia Rieff Anawalt.,P.11388,"New York : Thames & Hudson, 2007.",nyu,2007,"391.009 A52w, 2007 ",eng,,,,,,,,
ocm03937507,http://www.worldcat.org/oclc/680364276,,,California history : the magazine of the California Historical Society.,P.1185,"San Francisco : California Historical Society,",cau,2000s,AUTRY SERIALS - CAU,eng,,,,,,,,
ocm44128284,http://www.worldcat.org/oclc/44128284,,,Beyond cloth and cordage : archaeological textile research in the Americas / edited by Penelope Ballard Drooker and Laurie D. Webster.,P.12098,"Salt Lake City : University of Utah Press, ©2000.",utu,2000,E 59 .T35 B49 2000,eng,,,,,,,,
ocm03937507,http://www.worldcat.org/oclc/680364276,,,California history : the magazine of the California Historical Society.,P.12577,"San Francisco : California Historical Society,",cau,2000s,AUTRY SERIALS - CAU,eng,,,,,,,,
ocm03937507,http://www.worldcat.org/oclc/680364276,,,California history : the magazine of the California Historical Society.,P.12628,"San Francisco : California Historical Society,",cau,2000s,AUTRY SERIALS - CAU,eng,,,,,,,,
on1005514806,http://www.worldcat.org/oclc/1005514806,"Jensen, Carol A. (Carol Ann), author.",http://experiment.worldcat.org/entity/work/data/4532241336#Person/jensen_carol_a_carol_ann,Lake of the sky images : the photographs of Harold A. Parker / Carol A. Jensen.,P.12710,"San Francisco : Byron Hot Springs, 2017.",cau,2017,TR 140 .P37 J46 2017,eng,,,,,,,,
ocn951158085,http://www.worldcat.org/oclc/951158085,"Kryder-Reid, Elizabeth, author.",http://experiment.worldcat.org/entity/work/data/3105288299#Person/kryder_reid_elizabeth,"California mission landscapes : race, memory, and the politics of heritage / Elizabeth Kryder-Reid.",P.1274,"Minneapolis : University of Minnesota Press, [2016]",mnu,2016,F 862 .K79 2016,eng,,,,,,,,
